,method,morph_key,equalize,blur,thresh,maxval,blocksize,c,morph_args,offset,key
29_ostuOffset,ostuOffset,closeOpen,True,False,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,29_ostuOffset
30_ostuOffset,ostuOffset,closeOpen,True,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,30_ostuOffset
31_ostuOffset,ostuOffset,closeOpen,True,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,31_ostuOffset
32_ostuOffset,ostuOffset,closeOpen,True,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,32_ostuOffset
33_ostuOffset,ostuOffset,closeOpen,True,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,33_ostuOffset
34_ostuOffset,ostuOffset,closeOpen,True,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,34_ostuOffset
35_ostuOffset,ostuOffset,closeOpen,True,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,35_ostuOffset
36_ostuOffset,ostuOffset,closeOpen,True,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,36_ostuOffset
37_ostuOffset,ostuOffset,closeOpen,True,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,37_ostuOffset
38_ostuOffset,ostuOffset,closeOpen,True,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,38_ostuOffset
39_ostuOffset,ostuOffset,closeOpen,True,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,39_ostuOffset
40_ostuOffset,ostuOffset,closeOpen,True,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,40_ostuOffset
41_ostuOffset,ostuOffset,closeOpen,True,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,41_ostuOffset
42_ostuOffset,ostuOffset,closeOpen,True,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,42_ostuOffset
43_ostuOffset,ostuOffset,closeOpen,True,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,43_ostuOffset
44_ostuOffset,ostuOffset,closeOpen,True,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,44_ostuOffset
45_ostuOffset,ostuOffset,closeOpen,True,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,45_ostuOffset
46_ostuOffset,ostuOffset,closeOpen,True,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,46_ostuOffset
47_ostuOffset,ostuOffset,closeOpen,True,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,47_ostuOffset
48_ostuOffset,ostuOffset,closeOpen,True,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,48_ostuOffset
49_ostuOffset,ostuOffset,closeOpen,True,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,49_ostuOffset
50_ostuOffset,ostuOffset,closeOpen,False,True,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,50_ostuOffset
51_ostuOffset,ostuOffset,closeOpen,False,True,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,51_ostuOffset
52_ostuOffset,ostuOffset,closeOpen,False,True,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,52_ostuOffset
53_ostuOffset,ostuOffset,closeOpen,False,True,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,53_ostuOffset
54_ostuOffset,ostuOffset,closeOpen,False,True,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,54_ostuOffset
55_ostuOffset,ostuOffset,closeOpen,False,True,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,55_ostuOffset
56_ostuOffset,ostuOffset,closeOpen,False,True,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,56_ostuOffset
57_ostuOffset,ostuOffset,closeOpen,False,True,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,57_ostuOffset
58_ostuOffset,ostuOffset,closeOpen,False,True,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,58_ostuOffset
59_ostuOffset,ostuOffset,closeOpen,False,True,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,59_ostuOffset
60_ostuOffset,ostuOffset,closeOpen,False,True,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,60_ostuOffset
61_ostuOffset,ostuOffset,closeOpen,False,True,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,61_ostuOffset
62_ostuOffset,ostuOffset,closeOpen,False,True,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,62_ostuOffset
63_ostuOffset,ostuOffset,closeOpen,False,True,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,63_ostuOffset
64_ostuOffset,ostuOffset,closeOpen,False,True,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,64_ostuOffset
65_ostuOffset,ostuOffset,closeOpen,False,True,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,65_ostuOffset
66_ostuOffset,ostuOffset,closeOpen,False,True,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,66_ostuOffset
67_ostuOffset,ostuOffset,closeOpen,False,True,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,67_ostuOffset
68_ostuOffset,ostuOffset,closeOpen,False,True,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,68_ostuOffset
69_ostuOffset,ostuOffset,closeOpen,False,True,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,69_ostuOffset
70_ostuOffset,ostuOffset,closeOpen,False,True,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,70_ostuOffset
71_ostuOffset,ostuOffset,closeOpen,False,True,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,71_ostuOffset
72_ostuOffset,ostuOffset,closeOpen,False,True,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,72_ostuOffset
73_ostuOffset,ostuOffset,closeOpen,False,True,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,73_ostuOffset
74_ostuOffset,ostuOffset,closeOpen,False,True,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,74_ostuOffset
75_ostuOffset,ostuOffset,closeOpen,False,False,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,75_ostuOffset
76_ostuOffset,ostuOffset,closeOpen,False,False,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,76_ostuOffset
77_ostuOffset,ostuOffset,closeOpen,False,False,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,77_ostuOffset
78_ostuOffset,ostuOffset,closeOpen,False,False,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,78_ostuOffset
79_ostuOffset,ostuOffset,closeOpen,False,False,100,130,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,79_ostuOffset
80_ostuOffset,ostuOffset,closeOpen,False,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,80_ostuOffset
81_ostuOffset,ostuOffset,closeOpen,False,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,81_ostuOffset
82_ostuOffset,ostuOffset,closeOpen,False,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,82_ostuOffset
83_ostuOffset,ostuOffset,closeOpen,False,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,83_ostuOffset
84_ostuOffset,ostuOffset,closeOpen,False,False,100,150,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,84_ostuOffset
85_ostuOffset,ostuOffset,closeOpen,False,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,85_ostuOffset
86_ostuOffset,ostuOffset,closeOpen,False,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,86_ostuOffset
87_ostuOffset,ostuOffset,closeOpen,False,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,87_ostuOffset
88_ostuOffset,ostuOffset,closeOpen,False,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,88_ostuOffset
89_ostuOffset,ostuOffset,closeOpen,False,False,100,175,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,89_ostuOffset
90_ostuOffset,ostuOffset,closeOpen,False,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,90_ostuOffset
91_ostuOffset,ostuOffset,closeOpen,False,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,91_ostuOffset
92_ostuOffset,ostuOffset,closeOpen,False,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,92_ostuOffset
93_ostuOffset,ostuOffset,closeOpen,False,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,93_ostuOffset
94_ostuOffset,ostuOffset,closeOpen,False,False,100,220,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,94_ostuOffset
95_ostuOffset,ostuOffset,closeOpen,False,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.8,95_ostuOffset
96_ostuOffset,ostuOffset,closeOpen,False,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",0.9,96_ostuOffset
97_ostuOffset,ostuOffset,closeOpen,False,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.0,97_ostuOffset
98_ostuOffset,ostuOffset,closeOpen,False,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.1,98_ostuOffset
99_ostuOffset,ostuOffset,closeOpen,False,False,100,255,25,2,"{'name': 'closeOpen', 'closing_kernel': array([[1, 1, 1, 1, 1, 1, 1]], dtype=uint8), 'opening_kernel': array([[1, 1, 1, 1, 1]], dtype=uint8), 'closing_iterations': 1, 'opening_iterations': 1}",1.2,99_ostuOffset
